,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Producation_area_factor,zone
181796,Tamil Nadu,KRISHNAGIRI,2007,Whole Year,Coconut,14464.0,2060.0,0.1424225663716814,South India
181828,Tamil Nadu,KRISHNAGIRI,2008,Whole Year,Coconut,14418.0,1717000.0,119.08725204605355,South India
181861,Tamil Nadu,KRISHNAGIRI,2009,Whole Year,Coconut,14109.0,274900.0,19.484017293925863,South India
181915,Tamil Nadu,KRISHNAGIRI,2011,Whole Year,Coconut,15550.0,297200000.0,19112.540192926044,South India
181973,Tamil Nadu,KRISHNAGIRI,2013,Whole Year,Coconut,15781.0,284600000.0,18034.345098536214,South India
182129,Tamil Nadu,MADURAI,2002,Whole Year,Coconut,10545.0,98100.0,9.30298719772404,South India
182184,Tamil Nadu,MADURAI,2003,Whole Year,Coconut,10611.0,74000.0,6.973895014607483,South India
182232,Tamil Nadu,MADURAI,2004,Whole Year,Coconut,8470.0,127000.0,14.994096812278631,South India
182259,Tamil Nadu,MADURAI,2005,Whole Year,Coconut,10647.0,1258.0,0.1181553489245797,South India
182274,Tamil Nadu,MADURAI,2006,Whole Year,Coconut,10784.0,1899.0,0.17609421364985164,South India
182301,Tamil Nadu,MADURAI,2007,Whole Year,Coconut,10660.0,1675.0,0.1571294559099437,South India
182330,Tamil Nadu,MADURAI,2008,Whole Year,Coconut,10860.0,1941000.0,178.7292817679558,South India
182359,Tamil Nadu,MADURAI,2009,Whole Year,Coconut,11072.0,155400.0,14.035404624277456,South India
182410,Tamil Nadu,MADURAI,2011,Whole Year,Coconut,11382.0,177300000.0,15577.227200843437,South India
182465,Tamil Nadu,MADURAI,2013,Whole Year,Coconut,11305.0,157800000.0,13958.42547545334,South India
182576,Tamil Nadu,NAGAPATTINAM,2002,Whole Year,Coconut,3660.0,25900.0,7.076502732240437,South India
182619,Tamil Nadu,NAGAPATTINAM,2003,Whole Year,Coconut,3808.0,38900.0,10.215336134453782,South India
182652,Tamil Nadu,NAGAPATTINAM,2004,Whole Year,Coconut,3847.0,39900.0,10.371718221991163,South India
182670,Tamil Nadu,NAGAPATTINAM,2005,Whole Year,Coconut,3850.0,546.0,0.14181818181818182,South India
182681,Tamil Nadu,NAGAPATTINAM,2006,Whole Year,Coconut,4148.0,627.0,0.15115718418514948,South India
182699,Tamil Nadu,NAGAPATTINAM,2007,Whole Year,Coconut,4241.0,604.0,0.14241924074510728,South India
182716,Tamil Nadu,NAGAPATTINAM,2008,Whole Year,Coconut,4176.0,817000.0,195.6417624521073,South India
182733,Tamil Nadu,NAGAPATTINAM,2009,Whole Year,Coconut,4105.0,94500.0,23.020706455542022,South India
182761,Tamil Nadu,NAGAPATTINAM,2011,Whole Year,Coconut,4026.0,55400000.0,13760.556383507203,South India
182790,Tamil Nadu,NAGAPATTINAM,2013,Whole Year,Coconut,3854.0,44600000.0,11572.392319667877,South India
182958,Tamil Nadu,NAMAKKAL,2002,Whole Year,Coconut,2174.0,21000.0,9.659613615455381,South India
183012,Tamil Nadu,NAMAKKAL,2003,Whole Year,Coconut,3715.0,36400.0,9.798115746971737,South India
183058,Tamil Nadu,NAMAKKAL,2004,Whole Year,Coconut,3841.0,44700.0,11.637594376464463,South India
183089,Tamil Nadu,NAMAKKAL,2005,Whole Year,Coconut,5119.0,832.0,0.16253174448134403,South India
183108,Tamil Nadu,NAMAKKAL,2006,Whole Year,Coconut,5108.0,660.0,0.12920908379013313,South India
183140,Tamil Nadu,NAMAKKAL,2007,Whole Year,Coconut,5434.0,990.0,0.18218623481781376,South India
183170,Tamil Nadu,NAMAKKAL,2008,Whole Year,Coconut,6082.0,940000.0,154.55442288720815,South India
183200,Tamil Nadu,NAMAKKAL,2009,Whole Year,Coconut,6623.0,109800.0,16.578589762947306,South India
183254,Tamil Nadu,NAMAKKAL,2011,Whole Year,Coconut,7466.0,113900000.0,15255.826413072597,South India
183315,Tamil Nadu,NAMAKKAL,2013,Whole Year,Coconut,7793.0,67600000.0,8674.451430771205,South India
183469,Tamil Nadu,PERAMBALUR,2002,Whole Year,Coconut,882.0,5500.0,6.235827664399093,South India
183519,Tamil Nadu,PERAMBALUR,2003,Whole Year,Coconut,872.0,9200.0,10.55045871559633,South India
183563,Tamil Nadu,PERAMBALUR,2004,Whole Year,Coconut,885.0,9200.0,10.3954802259887,South India
183591,Tamil Nadu,PERAMBALUR,2005,Whole Year,Coconut,848.0,63.0,0.07429245283018868,South India
183607,Tamil Nadu,PERAMBALUR,2006,Whole Year,Coconut,892.0,49.0,0.05493273542600897,South India
183634,Tamil Nadu,PERAMBALUR,2007,Whole Year,Coconut,926.0,47.0,0.05075593952483801,South India
183662,Tamil Nadu,PERAMBALUR,2008,Whole Year,Coconut,569.0,73000.0,128.29525483304042,South India
183690,Tamil Nadu,PERAMBALUR,2009,Whole Year,Coconut,564.0,9800.0,17.375886524822697,South India
183741,Tamil Nadu,PERAMBALUR,2011,Whole Year,Coconut,560.0,7700000.0,13750.0,South India
183796,Tamil Nadu,PERAMBALUR,2013,Whole Year,Coconut,715.0,4500000.0,6293.706293706294,South India
183942,Tamil Nadu,PUDUKKOTTAI,2002,Whole Year,Coconut,5105.0,25600.0,5.014691478942214,South India
183985,Tamil Nadu,PUDUKKOTTAI,2003,Whole Year,Coconut,5199.0,42100.0,8.097711098288132,South India
184024,Tamil Nadu,PUDUKKOTTAI,2004,Whole Year,Coconut,5636.0,30800.0,5.464868701206529,South India
184051,Tamil Nadu,PUDUKKOTTAI,2005,Whole Year,Coconut,6038.0,596.0,0.09870818151705862,South India
184066,Tamil Nadu,PUDUKKOTTAI,2006,Whole Year,Coconut,6389.0,760.0,0.11895445296603538,South India
184093,Tamil Nadu,PUDUKKOTTAI,2007,Whole Year,Coconut,6801.0,1027.0,0.15100720482282018,South India
184117,Tamil Nadu,PUDUKKOTTAI,2008,Whole Year,Coconut,6916.0,969000.0,140.1098901098901,South India
184140,Tamil Nadu,PUDUKKOTTAI,2009,Whole Year,Coconut,7233.0,74100.0,10.244711737868105,South India
184184,Tamil Nadu,PUDUKKOTTAI,2011,Whole Year,Coconut,8639.0,125800000.0,14561.870586873481,South India
184232,Tamil Nadu,PUDUKKOTTAI,2013,Whole Year,Coconut,9200.0,126600000.0,13760.869565217392,South India
184349,Tamil Nadu,RAMANATHAPURAM,2002,Whole Year,Coconut,9120.0,48100.0,5.274122807017544,South India
184384,Tamil Nadu,RAMANATHAPURAM,2003,Whole Year,Coconut,8343.0,45700.0,5.477645930720365,South India
184416,Tamil Nadu,RAMANATHAPURAM,2004,Whole Year,Coconut,8472.0,109700.0,12.948536355051935,South India
184439,Tamil Nadu,RAMANATHAPURAM,2005,Whole Year,Coconut,8526.0,1181.0,0.1385174759558996,South India
184453,Tamil Nadu,RAMANATHAPURAM,2006,Whole Year,Coconut,7703.0,1576.0,0.20459561209918214,South India
184475,Tamil Nadu,RAMANATHAPURAM,2007,Whole Year,Coconut,8449.0,1411.0,0.16700201207243462,South India
184499,Tamil Nadu,RAMANATHAPURAM,2008,Whole Year,Coconut,8162.0,894000.0,109.53197745650576,South India
184522,Tamil Nadu,RAMANATHAPURAM,2009,Whole Year,Coconut,8454.0,66000.0,7.8069552874379,South India
184565,Tamil Nadu,RAMANATHAPURAM,2011,Whole Year,Coconut,8267.0,59900000.0,7245.675577597677,South India
184608,Tamil Nadu,RAMANATHAPURAM,2013,Whole Year,Coconut,8213.0,59900000.0,7293.315475465725,South India
184790,Tamil Nadu,SALEM,2002,Whole Year,Coconut,11720.0,80800.0,6.8941979522184305,South India
184854,Tamil Nadu,SALEM,2003,Whole Year,Coconut,11523.0,76000.0,6.5955046428881365,South India
184907,Tamil Nadu,SALEM,2004,Whole Year,Coconut,12072.0,143100.0,11.853876739562624,South India
184941,Tamil Nadu,SALEM,2005,Whole Year,Coconut,12734.0,1603.0,0.12588346159886918,South India
184961,Tamil Nadu,SALEM,2006,Whole Year,Coconut,12969.0,1453.0,0.11203639447914257,South India
184994,Tamil Nadu,SALEM,2007,Whole Year,Coconut,13490.0,1920.0,0.14232765011119347,South India
185026,Tamil Nadu,SALEM,2008,Whole Year,Coconut,13895.0,2228000.0,160.34544800287873,South India
185060,Tamil Nadu,SALEM,2009,Whole Year,Coconut,14312.0,209200.0,14.617104527669088,South India
185117,Tamil Nadu,SALEM,2011,Whole Year,Coconut,14590.0,186100000.0,12755.3118574366,South India
185177,Tamil Nadu,SALEM,2013,Whole Year,Coconut,14457.0,61800000.0,4274.745797883378,South India
185305,Tamil Nadu,SIVAGANGA,2002,Whole Year,Coconut,5861.0,36100.0,6.1593584712506395,South India
185352,Tamil Nadu,SIVAGANGA,2003,Whole Year,Coconut,6065.0,70100.0,11.558120362737016,South India
185391,Tamil Nadu,SIVAGANGA,2004,Whole Year,Coconut,5938.0,94700.0,15.948130683731897,South India
185417,Tamil Nadu,SIVAGANGA,2005,Whole Year,Coconut,5852.0,456.0,0.07792207792207792,South India
185432,Tamil Nadu,SIVAGANGA,2006,Whole Year,Coconut,5674.0,734.0,0.1293620021149101,South India
185456,Tamil Nadu,SIVAGANGA,2007,Whole Year,Coconut,6167.0,577.0,0.09356251013458732,South India
185481,Tamil Nadu,SIVAGANGA,2008,Whole Year,Coconut,6317.0,859000.0,135.9822700649042,South India
185505,Tamil Nadu,SIVAGANGA,2009,Whole Year,Coconut,6396.0,71700.0,11.210131332082552,South India
185551,Tamil Nadu,SIVAGANGA,2011,Whole Year,Coconut,6731.0,75200000.0,11172.188382112614,South India
185600,Tamil Nadu,SIVAGANGA,2013,Whole Year,Coconut,6825.0,70000000.0,10256.410256410256,South India
185722,Tamil Nadu,THANJAVUR,2002,Whole Year,Coconut,23934.0,224100.0,9.363248934570068,South India
185772,Tamil Nadu,THANJAVUR,2003,Whole Year,Coconut,24240.0,258500.0,10.664191419141915,South India
185813,Tamil Nadu,THANJAVUR,2004,Whole Year,Coconut,24893.0,343200.0,13.7870083959346,South India
185840,Tamil Nadu,THANJAVUR,2005,Whole Year,Coconut,26287.0,5018.0,0.19089283676341917,South India
185855,Tamil Nadu,THANJAVUR,2006,Whole Year,Coconut,28414.0,4124.0,0.1451397198564088,South India
185880,Tamil Nadu,THANJAVUR,2007,Whole Year,Coconut,30305.0,4672.0,0.15416597921135125,South India
185905,Tamil Nadu,THANJAVUR,2008,Whole Year,Coconut,30950.0,5288000.0,170.8562197092084,South India
185932,Tamil Nadu,THANJAVUR,2009,Whole Year,Coconut,32077.0,495100.0,15.434735168500795,South India
185975,Tamil Nadu,THANJAVUR,2011,Whole Year,Coconut,33742.0,823800000.0,24414.676071365066,South India
186019,Tamil Nadu,THANJAVUR,2013,Whole Year,Coconut,35237.0,555700000.0,15770.35502454806,South India
186204,Tamil Nadu,THE NILGIRIS,2004,Whole Year,Coconut,60.0,100.0,1.6666666666666667,South India
186235,Tamil Nadu,THE NILGIRIS,2006,Whole Year,Coconut,74.0,1.0,0.013513513513513514,South India
186251,Tamil Nadu,THE NILGIRIS,2007,Whole Year,Coconut,79.0,1.0,0.012658227848101266,South India
186267,Tamil Nadu,THE NILGIRIS,2008,Whole Year,Coconut,80.0,1000.0,12.5,South India
186283,Tamil Nadu,THE NILGIRIS,2009,Whole Year,Coconut,79.0,100.0,1.2658227848101267,South India
186307,Tamil Nadu,THE NILGIRIS,2011,Whole Year,Coconut,66.0,100000.0,1515.1515151515152,South India
186329,Tamil Nadu,THE NILGIRIS,2013,Whole Year,Coconut,55.0,100000.0,1818.1818181818182,South India
186496,Tamil Nadu,THENI,2002,Whole Year,Coconut,14284.0,141100.0,9.878185382245869,South India
186557,Tamil Nadu,THENI,2003,Whole Year,Coconut,14466.0,181400.0,12.539748375501174,South India
186604,Tamil Nadu,THENI,2004,Whole Year,Coconut,14903.0,231500.0,15.533785143930752,South India
186633,Tamil Nadu,THENI,2005,Whole Year,Coconut,15342.0,3949.0,0.2573979924390562,South India
186652,Tamil Nadu,THENI,2006,Whole Year,Coconut,15935.0,2704.0,0.1696893630373392,South India
186680,Tamil Nadu,THENI,2007,Whole Year,Coconut,16576.0,2425.0,0.14629584942084942,South India
186708,Tamil Nadu,THENI,2008,Whole Year,Coconut,16999.0,2595000.0,152.65603859050532,South India
186738,Tamil Nadu,THENI,2009,Whole Year,Coconut,18173.0,394200.0,21.691520387387882,South India
186792,Tamil Nadu,THENI,2011,Whole Year,Coconut,19116.0,364900000.0,19088.721489851432,South India
186848,Tamil Nadu,THENI,2013,Whole Year,Coconut,19907.0,276700000.0,13899.633294820916,South India
186971,Tamil Nadu,THIRUVALLUR,2002,Whole Year,Coconut,1091.0,8200.0,7.516040329972502,South India
187019,Tamil Nadu,THIRUVALLUR,2003,Whole Year,Coconut,1093.0,6800.0,6.221408966148216,South India
187060,Tamil Nadu,THIRUVALLUR,2004,Whole Year,Coconut,1219.0,6800.0,5.578342904019689,South India
187083,Tamil Nadu,THIRUVALLUR,2005,Whole Year,Coconut,1484.0,66.0,0.0444743935309973,South India
187095,Tamil Nadu,THIRUVALLUR,2006,Whole Year,Coconut,1249.0,70.0,0.05604483586869496,South India
187116,Tamil Nadu,THIRUVALLUR,2007,Whole Year,Coconut,1120.0,84.0,0.075,South India
187136,Tamil Nadu,THIRUVALLUR,2008,Whole Year,Coconut,1116.0,130000.0,116.48745519713262,South India
187157,Tamil Nadu,THIRUVALLUR,2009,Whole Year,Coconut,1072.0,14500.0,13.526119402985074,South India
187196,Tamil Nadu,THIRUVALLUR,2011,Whole Year,Coconut,1090.0,10200000.0,9357.798165137614,South India
187244,Tamil Nadu,THIRUVALLUR,2013,Whole Year,Coconut,971.0,7500000.0,7723.99588053553,South India
187331,Tamil Nadu,THIRUVARUR,2002,Whole Year,Coconut,4742.0,72400.0,15.267819485449177,South India
187376,Tamil Nadu,THIRUVARUR,2003,Whole Year,Coconut,4918.0,80800.0,16.42944286295242,South India
187414,Tamil Nadu,THIRUVARUR,2004,Whole Year,Coconut,4921.0,47400.0,9.632188579557,South India
187437,Tamil Nadu,THIRUVARUR,2005,Whole Year,Coconut,5371.0,559.0,0.10407745298827034,South India
187448,Tamil Nadu,THIRUVARUR,2006,Whole Year,Coconut,5377.0,1099.0,0.20438906453412684,South India
187463,Tamil Nadu,THIRUVARUR,2007,Whole Year,Coconut,5374.0,1263.0,0.23502046892445105,South India
187481,Tamil Nadu,THIRUVARUR,2008,Whole Year,Coconut,5366.0,953000.0,177.59970182631383,South India
187497,Tamil Nadu,THIRUVARUR,2009,Whole Year,Coconut,5314.0,76900.0,14.471208129469327,South India
187521,Tamil Nadu,THIRUVARUR,2011,Whole Year,Coconut,4916.0,106300000.0,21623.27095199349,South India
187548,Tamil Nadu,THIRUVARUR,2013,Whole Year,Coconut,4787.0,68500000.0,14309.588468769583,South India
187707,Tamil Nadu,TIRUCHIRAPPALLI,2002,Whole Year,Coconut,5991.0,84200.0,14.054414955766983,South India
187760,Tamil Nadu,TIRUCHIRAPPALLI,2003,Whole Year,Coconut,5927.0,47300.0,7.980428547325797,South India
187811,Tamil Nadu,TIRUCHIRAPPALLI,2004,Whole Year,Coconut,6231.0,51600.0,8.281174771304766,South India
187840,Tamil Nadu,TIRUCHIRAPPALLI,2005,Whole Year,Coconut,6428.0,656.0,0.10205351586807716,South India
187856,Tamil Nadu,TIRUCHIRAPPALLI,2006,Whole Year,Coconut,6475.0,1102.0,0.1701930501930502,South India
187884,Tamil Nadu,TIRUCHIRAPPALLI,2007,Whole Year,Coconut,6374.0,908.0,0.14245371823031064,South India
187914,Tamil Nadu,TIRUCHIRAPPALLI,2008,Whole Year,Coconut,6703.0,1651000.0,246.3076234521856,South India
187943,Tamil Nadu,TIRUCHIRAPPALLI,2009,Whole Year,Coconut,6490.0,148000.0,22.80431432973806,South India
187995,Tamil Nadu,TIRUCHIRAPPALLI,2011,Whole Year,Coconut,6648.0,79600000.0,11973.52587244284,South India
188050,Tamil Nadu,TIRUCHIRAPPALLI,2013,Whole Year,Coconut,6487.0,57200000.0,8817.635270541083,South India
188222,Tamil Nadu,TIRUNELVELI,2002,Whole Year,Coconut,15423.0,106300.0,6.892303702262854,South India
188280,Tamil Nadu,TIRUNELVELI,2003,Whole Year,Coconut,15500.0,86600.0,5.587096774193548,South India
188327,Tamil Nadu,TIRUNELVELI,2004,Whole Year,Coconut,15605.0,167800.0,10.75296379365588,South India
188359,Tamil Nadu,TIRUNELVELI,2005,Whole Year,Coconut,15730.0,1903.0,0.12097902097902098,South India
188378,Tamil Nadu,TIRUNELVELI,2006,Whole Year,Coconut,15538.0,2736.0,0.17608443815162828,South India
188410,Tamil Nadu,TIRUNELVELI,2007,Whole Year,Coconut,15398.0,2230.0,0.14482400311728796,South India
188442,Tamil Nadu,TIRUNELVELI,2008,Whole Year,Coconut,15378.0,1409000.0,91.62439849135129,South India
188473,Tamil Nadu,TIRUNELVELI,2009,Whole Year,Coconut,15548.0,205800.0,13.236429122716748,South India
188525,Tamil Nadu,TIRUNELVELI,2011,Whole Year,Coconut,15621.0,128000000.0,8194.097689008386,South India
188583,Tamil Nadu,TIRUNELVELI,2013,Whole Year,Coconut,15667.0,157300000.0,10040.211910384885,South India
188625,Tamil Nadu,TIRUPPUR,2009,Whole Year,Coconut,47826.0,184800.0,3.864007025467319,South India
188675,Tamil Nadu,TIRUPPUR,2011,Whole Year,Coconut,51478.0,646700000.0,12562.648121527644,South India
188727,Tamil Nadu,TIRUPPUR,2013,Whole Year,Coconut,56484.0,361300000.0,6396.501664188088,South India
188882,Tamil Nadu,TIRUVANNAMALAI,2002,Whole Year,Coconut,1023.0,7300.0,7.135874877810362,South India
188932,Tamil Nadu,TIRUVANNAMALAI,2003,Whole Year,Coconut,776.0,5700.0,7.345360824742268,South India
188976,Tamil Nadu,TIRUVANNAMALAI,2004,Whole Year,Coconut,1049.0,15800.0,15.061963775023832,South India
189006,Tamil Nadu,TIRUVANNAMALAI,2005,Whole Year,Coconut,897.0,115.0,0.1282051282051282,South India
189024,Tamil Nadu,TIRUVANNAMALAI,2006,Whole Year,Coconut,890.0,153.0,0.17191011235955056,South India
189053,Tamil Nadu,TIRUVANNAMALAI,2007,Whole Year,Coconut,792.0,131.0,0.16540404040404041,South India
189083,Tamil Nadu,TIRUVANNAMALAI,2008,Whole Year,Coconut,935.0,117000.0,125.1336898395722,South India
189111,Tamil Nadu,TIRUVANNAMALAI,2009,Whole Year,Coconut,725.0,8800.0,12.137931034482758,South India
189164,Tamil Nadu,TIRUVANNAMALAI,2011,Whole Year,Coconut,803.0,13400000.0,16687.42216687422,South India
189222,Tamil Nadu,TIRUVANNAMALAI,2013,Whole Year,Coconut,624.0,5000000.0,8012.820512820513,South India
189382,Tamil Nadu,TUTICORIN,2002,Whole Year,Coconut,5586.0,26700.0,4.779806659505907,South India
189434,Tamil Nadu,TUTICORIN,2003,Whole Year,Coconut,6057.0,39600.0,6.537890044576523,South India
189479,Tamil Nadu,TUTICORIN,2004,Whole Year,Coconut,6049.0,23800.0,3.9345346338237723,South India
189507,Tamil Nadu,TUTICORIN,2005,Whole Year,Coconut,5988.0,392.0,0.06546426185704743,South India
189522,Tamil Nadu,TUTICORIN,2006,Whole Year,Coconut,5472.0,478.0,0.08735380116959064,South India
189548,Tamil Nadu,TUTICORIN,2007,Whole Year,Coconut,6385.0,547.0,0.08566953797963978,South India
189575,Tamil Nadu,TUTICORIN,2008,Whole Year,Coconut,6034.0,853000.0,141.36559496188266,South India
189602,Tamil Nadu,TUTICORIN,2009,Whole Year,Coconut,5910.0,52400.0,8.866328257191201,South India
189649,Tamil Nadu,TUTICORIN,2011,Whole Year,Coconut,5717.0,47300000.0,8273.570054224243,South India
189698,Tamil Nadu,TUTICORIN,2013,Whole Year,Coconut,5848.0,55800000.0,9541.72366621067,South India
189850,Tamil Nadu,VELLORE,2002,Whole Year,Coconut,18690.0,171300.0,9.165329052969502,South India
189909,Tamil Nadu,VELLORE,2003,Whole Year,Coconut,21805.0,106800.0,4.8979591836734695,South India
189959,Tamil Nadu,VELLORE,2004,Whole Year,Coconut,20928.0,192400.0,9.1934250764526,South India
189992,Tamil Nadu,VELLORE,2005,Whole Year,Coconut,23098.0,2765.0,0.11970733396830895,South India
190012,Tamil Nadu,VELLORE,2006,Whole Year,Coconut,22569.0,2654.0,0.11759493110018167,South India
190042,Tamil Nadu,VELLORE,2007,Whole Year,Coconut,22619.0,2172.0,0.09602546531676909,South India
190075,Tamil Nadu,VELLORE,2008,Whole Year,Coconut,22416.0,1964000.0,87.61598857958602,South India
190106,Tamil Nadu,VELLORE,2009,Whole Year,Coconut,22203.0,227400.0,10.241859208215105,South India
190164,Tamil Nadu,VELLORE,2011,Whole Year,Coconut,22680.0,298500000.0,13161.375661375661,South India
190218,Tamil Nadu,VELLORE,2013,Whole Year,Coconut,21512.0,233000000.0,10831.164001487541,South India
190379,Tamil Nadu,VILLUPURAM,2002,Whole Year,Coconut,2118.0,14300.0,6.7516525023607175,South India
190430,Tamil Nadu,VILLUPURAM,2003,Whole Year,Coconut,1933.0,10600.0,5.483704086911536,South India
190475,Tamil Nadu,VILLUPURAM,2004,Whole Year,Coconut,2254.0,25300.0,11.224489795918368,South India
190505,Tamil Nadu,VILLUPURAM,2005,Whole Year,Coconut,2231.0,218.0,0.09771402958314657,South India
190521,Tamil Nadu,VILLUPURAM,2006,Whole Year,Coconut,1947.0,226.0,0.11607601438109913,South India
190549,Tamil Nadu,VILLUPURAM,2007,Whole Year,Coconut,2026.0,268.0,0.13228035538005922,South India
190577,Tamil Nadu,VILLUPURAM,2008,Whole Year,Coconut,2009.0,266000.0,132.404181184669,South India
190608,Tamil Nadu,VILLUPURAM,2009,Whole Year,Coconut,1995.0,26500.0,13.283208020050125,South India
190658,Tamil Nadu,VILLUPURAM,2011,Whole Year,Coconut,1890.0,18900000.0,10000.0,South India
190712,Tamil Nadu,VILLUPURAM,2013,Whole Year,Coconut,1780.0,19100000.0,10730.337078651686,South India
190867,Tamil Nadu,VIRUDHUNAGAR,2002,Whole Year,Coconut,8511.0,64900.0,7.625425919398426,South India
190923,Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year,Coconut,8574.0,64100.0,7.476090506181479,South India
190969,Tamil Nadu,VIRUDHUNAGAR,2004,Whole Year,Coconut,8478.0,63900.0,7.537154989384288,South India
190998,Tamil Nadu,VIRUDHUNAGAR,2005,Whole Year,Coconut,8500.0,687.0,0.08082352941176471,South India
191014,Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year,Coconut,8808.0,699.0,0.07935967302452317,South India
191042,Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year,Coconut,8892.0,716.0,0.08052181736392262,South India
191071,Tamil Nadu,VIRUDHUNAGAR,2008,Whole Year,Coconut,8818.0,609000.0,69.06327965525062,South India
191099,Tamil Nadu,VIRUDHUNAGAR,2009,Whole Year,Coconut,9468.0,99400.0,10.498521335023236,South India
191150,Tamil Nadu,VIRUDHUNAGAR,2011,Whole Year,Coconut,9844.0,127900000.0,12992.685900040633,South India
191206,Tamil Nadu,VIRUDHUNAGAR,2013,Whole Year,Coconut,10041.0,117600000.0,11711.980878398566,South India
192570,Telangana,KHAMMAM,2000,Whole Year,Coconut,1074.0,11107096.0,10341.80260707635,South India
192605,Telangana,KHAMMAM,2001,Whole Year,Coconut,1106.0,11703240.0,10581.591320072333,South India
192648,Telangana,KHAMMAM,2002,Whole Year,Coconut,1083.0,11850836.0,10942.600184672207,South India
192700,Telangana,KHAMMAM,2003,Whole Year,Coconut,1050.0,11933140.0,11364.895238095238,South India
192746,Telangana,KHAMMAM,2004,Whole Year,Coconut,1004.0,11482486.0,11436.739043824702,South India
192781,Telangana,KHAMMAM,2005,Whole Year,Coconut,954.0,8023244.0,8410.109014675052,South India
192817,Telangana,KHAMMAM,2006,Whole Year,Coconut,819.0,10348515.0,12635.54945054945,South India
192870,Telangana,KHAMMAM,2008,Whole Year,Coconut,764.0,6972108.0,9125.795811518325,South India
192905,Telangana,KHAMMAM,2009,Whole Year,Coconut,751.0,8289624.0,11038.114513981358,South India
192972,Telangana,KHAMMAM,2011,Whole Year,Coconut,675.0,9260204.0,13718.82074074074,South India
193012,Telangana,KHAMMAM,2013,Whole Year,Coconut,442.0,6924.0,15.665158371040723,South India
193017,Telangana,KHAMMAM,2014,Kharif,Coconut,437.0,9222.0,21.102974828375284,South India
193178,Telangana,MAHBUBNAGAR,2000,Whole Year,Coconut,17.0,179872.0,10580.70588235294,South India
193224,Telangana,MAHBUBNAGAR,2001,Whole Year,Coconut,10.0,110200.0,11020.0,South India
193269,Telangana,MAHBUBNAGAR,2002,Whole Year,Coconut,11.0,125708.0,11428.0,South India
193327,Telangana,MAHBUBNAGAR,2003,Whole Year,Coconut,12.0,141360.0,11780.0,South India
193376,Telangana,MAHBUBNAGAR,2004,Whole Year,Coconut,12.0,141468.0,11789.0,South India
193414,Telangana,MAHBUBNAGAR,2005,Whole Year,Coconut,13.0,113126.0,8702.0,South India
193455,Telangana,MAHBUBNAGAR,2006,Whole Year,Coconut,9.0,117153.0,13017.0,South India
193517,Telangana,MAHBUBNAGAR,2008,Whole Year,Coconut,8.0,74568.0,9321.0,South India
193553,Telangana,MAHBUBNAGAR,2009,Whole Year,Coconut,2.0,22344.0,11172.0,South India
193627,Telangana,MAHBUBNAGAR,2011,Whole Year,Coconut,4.0,58424.0,14606.0,South India
193842,Telangana,MEDAK,2000,Whole Year,Coconut,12.0,123662.0,10305.166666666666,South India
193887,Telangana,MEDAK,2001,Whole Year,Coconut,2.0,22040.0,11020.0,South India
193940,Telangana,MEDAK,2002,Whole Year,Coconut,1.0,11428.0,11428.0,South India
194058,Telangana,MEDAK,2004,Whole Year,Coconut,1.0,11789.0,11789.0,South India
194101,Telangana,MEDAK,2005,Whole Year,Coconut,1.0,8702.0,8702.0,South India
194146,Telangana,MEDAK,2006,Whole Year,Coconut,1.0,13017.0,13017.0,South India
194524,Telangana,NALGONDA,2000,Whole Year,Coconut,20.0,202356.0,10117.8,South India
194558,Telangana,NALGONDA,2001,Whole Year,Coconut,18.0,187340.0,10407.777777777777,South India
194593,Telangana,NALGONDA,2002,Whole Year,Coconut,21.0,228560.0,10883.809523809523,South India
194640,Telangana,NALGONDA,2003,Whole Year,Coconut,30.0,341620.0,11387.333333333334,South India
194683,Telangana,NALGONDA,2004,Whole Year,Coconut,26.0,306514.0,11789.0,South India
194715,Telangana,NALGONDA,2005,Whole Year,Coconut,36.0,304570.0,8460.277777777777,South India
194745,Telangana,NALGONDA,2006,Whole Year,Coconut,34.0,429561.0,12634.14705882353,South India
194879,Telangana,NALGONDA,2011,Whole Year,Coconut,3.0,43818.0,14606.0,South India
195073,Telangana,NIZAMABAD,2000,Whole Year,Coconut,5.0,56210.0,11242.0,South India
195406,Telangana,NIZAMABAD,2008,Whole Year,Coconut,12.0,111852.0,9321.0,South India
195444,Telangana,NIZAMABAD,2009,Whole Year,Coconut,4.0,44688.0,11172.0,South India
195521,Telangana,NIZAMABAD,2011,Whole Year,Coconut,2.0,29212.0,14606.0,South India
195724,Telangana,RANGAREDDI,2000,Whole Year,Coconut,23.0,236082.0,10264.434782608696,South India
195769,Telangana,RANGAREDDI,2001,Whole Year,Coconut,13.0,143260.0,11020.0,South India
195818,Telangana,RANGAREDDI,2002,Whole Year,Coconut,13.0,148564.0,11428.0,South India
195877,Telangana,RANGAREDDI,2003,Whole Year,Coconut,11.0,129580.0,11780.0,South India
195932,Telangana,RANGAREDDI,2004,Whole Year,Coconut,14.0,165046.0,11789.0,South India
195972,Telangana,RANGAREDDI,2005,Whole Year,Coconut,13.0,113126.0,8702.0,South India
196014,Telangana,RANGAREDDI,2006,Whole Year,Coconut,11.0,143187.0,13017.0,South India
