,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Producation_area_factor,zone
23265,Assam,MARIGAON,2000,Whole Year,Coconut,1300.0,7307000.0,5620.7692307692305,EastIndia
23297,Assam,MARIGAON,2001,Whole Year,Coconut,1310.0,7514000.0,5735.87786259542,EastIndia
23329,Assam,MARIGAON,2002,Whole Year,Coconut,1310.0,9199000.0,7022.137404580153,EastIndia
23364,Assam,MARIGAON,2003,Whole Year,Coconut,1300.0,9085000.0,6988.461538461538,EastIndia
23396,Assam,MARIGAON,2004,Whole Year,Coconut,1310.0,8132000.0,6207.633587786259,EastIndia
23458,Assam,MARIGAON,2006,Whole Year,Coconut,1225.0,9437000.0,7703.673469387755,EastIndia
23491,Assam,MARIGAON,2007,Whole Year,Coconut,1005.0,6710000.0,6676.6169154228855,EastIndia
23525,Assam,MARIGAON,2008,Whole Year,Coconut,1428.0,10239000.0,7170.16806722689,EastIndia
23559,Assam,MARIGAON,2009,Whole Year,Coconut,1400.0,7988000.0,5705.714285714285,EastIndia
23593,Assam,MARIGAON,2010,Whole Year,Coconut,1400.0,7988000.0,5705.714285714285,EastIndia
23635,Assam,MARIGAON,2011,Whole Year,Coconut,810.0,7609.0,9.393827160493828,EastIndia
23673,Assam,MARIGAON,2012,Whole Year,Coconut,935.0,9230.0,9.871657754010695,EastIndia
23712,Assam,MARIGAON,2013,Whole Year,Coconut,750.0,5130.0,6.84,EastIndia
23771,Assam,NAGAON,1997,Whole Year,Coconut,4953.0,42061.0,8.492025035332121,EastIndia
23799,Assam,NAGAON,1998,Whole Year,Coconut,5023.0,49772000.0,9908.819430619153,EastIndia
23827,Assam,NAGAON,1999,Whole Year,Coconut,5035.0,60719000.0,12059.38430983118,EastIndia
23855,Assam,NAGAON,2000,Whole Year,Coconut,5036.0,39771000.0,7897.339158061954,EastIndia
23887,Assam,NAGAON,2001,Whole Year,Coconut,5036.0,41786000.0,8297.458300238284,EastIndia
23919,Assam,NAGAON,2002,Whole Year,Coconut,5062.0,52993000.0,10468.787040695377,EastIndia
23954,Assam,NAGAON,2003,Whole Year,Coconut,5050.0,43216000.0,8557.623762376237,EastIndia
23986,Assam,NAGAON,2004,Whole Year,Coconut,3224.0,39277000.0,12182.692307692309,EastIndia
24048,Assam,NAGAON,2006,Whole Year,Coconut,3195.0,35328000.0,11057.276995305165,EastIndia
24081,Assam,NAGAON,2007,Whole Year,Coconut,3222.0,27760000.0,8615.76660459342,EastIndia
24115,Assam,NAGAON,2008,Whole Year,Coconut,3223.0,34655000.0,10752.404591995035,EastIndia
24149,Assam,NAGAON,2009,Whole Year,Coconut,3242.0,37901000.0,11690.623072177668,EastIndia
24183,Assam,NAGAON,2010,Whole Year,Coconut,3242.0,37901000.0,11690.623072177668,EastIndia
24226,Assam,NAGAON,2011,Whole Year,Coconut,3323.0,23547.0,7.086066807102016,EastIndia
24264,Assam,NAGAON,2012,Whole Year,Coconut,3156.0,19952.0,6.321926489226869,EastIndia
24303,Assam,NAGAON,2013,Whole Year,Coconut,3345.0,15117.0,4.519282511210762,EastIndia
24362,Assam,NALBARI,1997,Whole Year,Coconut,2000.0,9214.0,4.607,EastIndia
24390,Assam,NALBARI,1998,Whole Year,Coconut,2002.0,12167000.0,6077.422577422577,EastIndia
24418,Assam,NALBARI,1999,Whole Year,Coconut,2002.0,12462000.0,6224.775224775225,EastIndia
24446,Assam,NALBARI,2000,Whole Year,Coconut,2200.0,12752000.0,5796.363636363636,EastIndia
24478,Assam,NALBARI,2001,Whole Year,Coconut,2200.0,14836000.0,6743.636363636364,EastIndia
24510,Assam,NALBARI,2002,Whole Year,Coconut,2110.0,8101000.0,3839.3364928909955,EastIndia
24545,Assam,NALBARI,2003,Whole Year,Coconut,2050.0,11673000.0,5694.1463414634145,EastIndia
24577,Assam,NALBARI,2004,Whole Year,Coconut,2045.0,18031000.0,8817.114914425429,EastIndia
24639,Assam,NALBARI,2006,Whole Year,Coconut,1340.0,6840000.0,5104.477611940299,EastIndia
24672,Assam,NALBARI,2007,Whole Year,Coconut,1350.0,7150000.0,5296.2962962962965,EastIndia
24706,Assam,NALBARI,2008,Whole Year,Coconut,1380.0,10547000.0,7642.753623188406,EastIndia
24740,Assam,NALBARI,2009,Whole Year,Coconut,1390.0,8049000.0,5790.6474820143885,EastIndia
24774,Assam,NALBARI,2010,Whole Year,Coconut,1390.0,8049000.0,5790.6474820143885,EastIndia
24817,Assam,NALBARI,2011,Whole Year,Coconut,1390.0,7818.0,5.6244604316546765,EastIndia
24855,Assam,NALBARI,2012,Whole Year,Coconut,1390.0,10397.0,7.479856115107913,EastIndia
24894,Assam,NALBARI,2013,Whole Year,Coconut,1380.0,9945.0,7.206521739130435,EastIndia
24953,Assam,SIVASAGAR,1997,Whole Year,Coconut,567.0,3149.0,5.553791887125221,EastIndia
24979,Assam,SIVASAGAR,1998,Whole Year,Coconut,565.0,4186000.0,7408.849557522124,EastIndia
25006,Assam,SIVASAGAR,1999,Whole Year,Coconut,566.0,2372000.0,4190.812720848056,EastIndia
25033,Assam,SIVASAGAR,2000,Whole Year,Coconut,575.0,3693000.0,6422.608695652174,EastIndia
25064,Assam,SIVASAGAR,2001,Whole Year,Coconut,579.0,5039000.0,8702.93609671848,EastIndia
25095,Assam,SIVASAGAR,2002,Whole Year,Coconut,597.0,4578000.0,7668.341708542714,EastIndia
25129,Assam,SIVASAGAR,2003,Whole Year,Coconut,581.0,3786000.0,6516.351118760757,EastIndia
25159,Assam,SIVASAGAR,2004,Whole Year,Coconut,546.0,4373000.0,8009.15750915751,EastIndia
25219,Assam,SIVASAGAR,2006,Whole Year,Coconut,558.0,4233000.0,7586.021505376344,EastIndia
25251,Assam,SIVASAGAR,2007,Whole Year,Coconut,506.0,5598000.0,11063.241106719368,EastIndia
25282,Assam,SIVASAGAR,2008,Whole Year,Coconut,493.0,4225000.0,8569.979716024342,EastIndia
25313,Assam,SIVASAGAR,2009,Whole Year,Coconut,481.0,5036000.0,10469.85446985447,EastIndia
25345,Assam,SIVASAGAR,2010,Whole Year,Coconut,481.0,5036000.0,10469.85446985447,EastIndia
25386,Assam,SIVASAGAR,2011,Whole Year,Coconut,532.0,2778.0,5.2218045112781954,EastIndia
25422,Assam,SIVASAGAR,2012,Whole Year,Coconut,521.0,3154.0,6.053742802303263,EastIndia
25460,Assam,SIVASAGAR,2013,Whole Year,Coconut,489.0,1685.0,3.445807770961145,EastIndia
25517,Assam,SONITPUR,1997,Whole Year,Coconut,1243.0,8118.0,6.530973451327434,EastIndia
25544,Assam,SONITPUR,1998,Whole Year,Coconut,1255.0,11966000.0,9534.661354581673,EastIndia
25572,Assam,SONITPUR,1999,Whole Year,Coconut,1266.0,10486000.0,8282.780410742496,EastIndia
25600,Assam,SONITPUR,2000,Whole Year,Coconut,1301.0,9493000.0,7296.694850115296,EastIndia
25632,Assam,SONITPUR,2001,Whole Year,Coconut,1303.0,12864000.0,9872.601688411358,EastIndia
25664,Assam,SONITPUR,2002,Whole Year,Coconut,1307.0,14242000.0,10896.710022953328,EastIndia
25699,Assam,SONITPUR,2003,Whole Year,Coconut,1319.0,12879000.0,9764.215314632298,EastIndia
25731,Assam,SONITPUR,2004,Whole Year,Coconut,1325.0,15452000.0,11661.88679245283,EastIndia
25793,Assam,SONITPUR,2006,Whole Year,Coconut,1350.0,4869000.0,3606.6666666666665,EastIndia
25826,Assam,SONITPUR,2007,Whole Year,Coconut,1328.0,11417000.0,8597.138554216868,EastIndia
25860,Assam,SONITPUR,2008,Whole Year,Coconut,1350.0,13732000.0,10171.851851851852,EastIndia
25894,Assam,SONITPUR,2009,Whole Year,Coconut,1386.0,17691000.0,12764.069264069263,EastIndia
25928,Assam,SONITPUR,2010,Whole Year,Coconut,1386.0,17691000.0,12764.069264069263,EastIndia
25971,Assam,SONITPUR,2011,Whole Year,Coconut,1928.0,25296.0,13.120331950207468,EastIndia
26009,Assam,SONITPUR,2012,Whole Year,Coconut,1891.0,15988.0,8.454785827604443,EastIndia
26048,Assam,SONITPUR,2013,Whole Year,Coconut,1882.0,13879.0,7.374601487778959,EastIndia
26106,Assam,TINSUKIA,1997,Whole Year,Coconut,69.0,109.0,1.5797101449275361,EastIndia
26134,Assam,TINSUKIA,1998,Whole Year,Coconut,64.0,324000.0,5062.5,EastIndia
26161,Assam,TINSUKIA,1999,Whole Year,Coconut,69.0,344000.0,4985.507246376812,EastIndia
26187,Assam,TINSUKIA,2000,Whole Year,Coconut,69.0,95000.0,1376.8115942028985,EastIndia
26217,Assam,TINSUKIA,2001,Whole Year,Coconut,71.0,184000.0,2591.549295774648,EastIndia
26249,Assam,TINSUKIA,2002,Whole Year,Coconut,75.0,690000.0,9200.0,EastIndia
26284,Assam,TINSUKIA,2003,Whole Year,Coconut,74.0,662000.0,8945.945945945947,EastIndia
26315,Assam,TINSUKIA,2004,Whole Year,Coconut,78.0,321000.0,4115.384615384615,EastIndia
26375,Assam,TINSUKIA,2006,Whole Year,Coconut,62.0,87000.0,1403.225806451613,EastIndia
26407,Assam,TINSUKIA,2007,Whole Year,Coconut,63.0,92000.0,1460.3174603174602,EastIndia
26439,Assam,TINSUKIA,2008,Whole Year,Coconut,70.0,66000.0,942.8571428571429,EastIndia
26472,Assam,TINSUKIA,2009,Whole Year,Coconut,70.0,579000.0,8271.42857142857,EastIndia
26505,Assam,TINSUKIA,2010,Whole Year,Coconut,70.0,579000.0,8271.42857142857,EastIndia
26547,Assam,TINSUKIA,2011,Whole Year,Coconut,54.0,246.0,4.555555555555555,EastIndia
26583,Assam,TINSUKIA,2012,Whole Year,Coconut,72.0,309.0,4.291666666666667,EastIndia
26620,Assam,TINSUKIA,2013,Whole Year,Coconut,76.0,981.0,12.907894736842104,EastIndia
26715,Assam,UDALGURI,2006,Whole Year,Coconut,514.0,3059000.0,5951.3618677042805,EastIndia
26747,Assam,UDALGURI,2007,Whole Year,Coconut,709.0,5103000.0,7197.461212976023,EastIndia
26781,Assam,UDALGURI,2008,Whole Year,Coconut,630.0,5043000.0,8004.761904761905,EastIndia
26813,Assam,UDALGURI,2009,Whole Year,Coconut,678.0,2926000.0,4315.634218289086,EastIndia
26847,Assam,UDALGURI,2010,Whole Year,Coconut,678.0,2926000.0,4315.634218289086,EastIndia
26890,Assam,UDALGURI,2011,Whole Year,Coconut,680.0,2062.0,3.0323529411764705,EastIndia
26927,Assam,UDALGURI,2012,Whole Year,Coconut,670.0,2756.0,4.113432835820896,EastIndia
26963,Assam,UDALGURI,2013,Whole Year,Coconut,714.0,4957.0,6.942577030812325,EastIndia
56690,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Coconut,175.0,64750.0,370.0,West India
56712,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Coconut,175.0,700.0,4.0,West India
56730,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Coconut,180.0,801.0,4.45,West India
56748,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Coconut,180.0,450.0,2.5,West India
56765,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Coconut,180.0,450.0,2.5,West India
56782,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2003,Kharif,Coconut,180.0,450.0,2.5,West India
56799,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2004,Kharif,Coconut,185.0,462.0,2.497297297297297,West India
56818,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2005,Kharif,Coconut,190.0,475.0,2.5,West India
56836,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2006,Kharif,Coconut,195.0,48750.0,250.0,West India
56962,Goa,NORTH GOA,2004,Whole Year,Coconut,11083.0,54410000.0,4909.320581070107,West India
56969,Goa,NORTH GOA,2005,Whole Year,Coconut,11155.0,55230000.0,4951.142985208427,West India
56976,Goa,NORTH GOA,2006,Whole Year,Coconut,11227.0,55840000.0,4973.7240580742855,West India
56983,Goa,NORTH GOA,2007,Whole Year,Coconut,11249.0,56160000.0,4992.443772779802,West India
57036,Goa,NORTH GOA,2013,Whole Year,Coconut,11379.0,564.0,0.04956498813604007,West India
57053,Goa,NORTH GOA,2014,Whole Year,Coconut,11399.0,564.0,0.04947802438810422,West India
57071,Goa,SOUTH GOA,2004,Whole Year,Coconut,14077.0,69110000.0,4909.426724444129,West India
57078,Goa,SOUTH GOA,2005,Whole Year,Coconut,14157.0,70110000.0,4952.3204068658615,West India
57085,Goa,SOUTH GOA,2006,Whole Year,Coconut,14241.0,70840000.0,4974.369777403273,West India
57092,Goa,SOUTH GOA,2007,Whole Year,Coconut,14296.0,71410000.0,4995.103525461667,West India
57139,Goa,SOUTH GOA,2013,Whole Year,Coconut,14371.0,717.0,0.04989214390091156,West India
57154,Goa,SOUTH GOA,2014,Whole Year,Coconut,14387.0,714.0,0.049628136512129,West India
76895,Karnataka,BAGALKOT,1998,Whole Year,Coconut,571.0,2728.0,4.777583187390543,South India
76931,Karnataka,BAGALKOT,1999,Whole Year,Coconut,1283.0,6130.0,4.777864380358535,South India
76971,Karnataka,BAGALKOT,2000,Whole Year,Coconut,1312.0,6268.0,4.777439024390244,South India
77011,Karnataka,BAGALKOT,2001,Whole Year,Coconut,1142.0,5456.0,4.777583187390543,South India
77055,Karnataka,BAGALKOT,2002,Whole Year,Coconut,877.0,4190.0,4.777651083238313,South India
77106,Karnataka,BAGALKOT,2003,Whole Year,Coconut,600.0,2867.0,4.778333333333333,South India
77151,Karnataka,BAGALKOT,2004,Whole Year,Coconut,452.0,21813.52,48.26,South India
77195,Karnataka,BAGALKOT,2005,Whole Year,Coconut,413.0,1973.0,4.7772397094431,South India
77231,Karnataka,BAGALKOT,2006,Whole Year,Coconut,236.0,1128.0,4.779661016949152,South India
77276,Karnataka,BAGALKOT,2007,Whole Year,Coconut,264.0,1344.0,5.090909090909091,South India
77319,Karnataka,BAGALKOT,2008,Whole Year,Coconut,410.0,2809.0,6.851219512195122,South India
77362,Karnataka,BAGALKOT,2009,Whole Year,Coconut,614.0,4366.0,7.1107491856677525,South India
77412,Karnataka,BAGALKOT,2010,Whole Year,Coconut,664.0,6347.0,9.558734939759036,South India
77461,Karnataka,BAGALKOT,2011,Whole Year,Coconut,695.0,6909.0,9.941007194244603,South India
77506,Karnataka,BAGALKOT,2012,Whole Year,Coconut,664.0,6537.0,9.84487951807229,South India
77550,Karnataka,BAGALKOT,2013,Whole Year,Coconut,776.0,6157.0,7.934278350515464,South India
77593,Karnataka,BAGALKOT,2014,Whole Year,Coconut,743.0,6630.0,8.92328398384926,South India
77637,Karnataka,BANGALORE RURAL,1998,Whole Year,Coconut,14114.0,67405.0,4.775754569930565,South India
77676,Karnataka,BANGALORE RURAL,1999,Whole Year,Coconut,14705.0,70228.0,4.775790547432846,South India
77720,Karnataka,BANGALORE RURAL,2000,Whole Year,Coconut,15076.0,71999.0,4.775736269567525,South India
77761,Karnataka,BANGALORE RURAL,2001,Whole Year,Coconut,21948.0,78614.0,3.581829779478768,South India
77804,Karnataka,BANGALORE RURAL,2002,Whole Year,Coconut,21426.0,76744.0,3.581816484644824,South India
77851,Karnataka,BANGALORE RURAL,2003,Whole Year,Coconut,20131.0,72106.0,3.58183895484576,South India
77894,Karnataka,BANGALORE RURAL,2004,Whole Year,Coconut,19789.0,715966.02,36.18,South India
77945,Karnataka,BANGALORE RURAL,2005,Whole Year,Coconut,19251.0,68954.0,3.5818399044205496,South India
77984,Karnataka,BANGALORE RURAL,2006,Whole Year,Coconut,19357.0,69333.0,3.5818050317714523,South India
78035,Karnataka,BANGALORE RURAL,2007,Whole Year,Coconut,3965.0,20188.0,5.091551071878941,South India
78084,Karnataka,BANGALORE RURAL,2008,Whole Year,Coconut,4027.0,27588.0,6.850757387633474,South India
78133,Karnataka,BANGALORE RURAL,2009,Whole Year,Coconut,4504.0,32024.0,7.110124333925399,South India
78187,Karnataka,BANGALORE RURAL,2010,Whole Year,Coconut,4503.0,43046.0,9.559404841216967,South India
78239,Karnataka,BANGALORE RURAL,2011,Whole Year,Coconut,4039.0,40154.0,9.941569695469175,South India
78287,Karnataka,BANGALORE RURAL,2012,Whole Year,Coconut,3448.0,33947.0,9.845417633410673,South India
78335,Karnataka,BANGALORE RURAL,2013,Whole Year,Coconut,2782.0,22072.0,7.933860531991373,South India
78385,Karnataka,BANGALORE RURAL,2014,Whole Year,Coconut,2255.0,20123.0,8.923725055432373,South India
78453,Karnataka,BELGAUM,1998,Whole Year,Coconut,207.0,890.0,4.299516908212561,South India
78494,Karnataka,BELGAUM,1999,Whole Year,Coconut,252.0,1087.0,4.313492063492063,South India
78539,Karnataka,BELGAUM,2000,Whole Year,Coconut,183.0,789.0,4.311475409836065,South India
78584,Karnataka,BELGAUM,2001,Whole Year,Coconut,200.0,861.0,4.305,South India
78634,Karnataka,BELGAUM,2002,Whole Year,Coconut,216.0,930.0,4.305555555555555,South India
78690,Karnataka,BELGAUM,2003,Whole Year,Coconut,584.0,2516.0,4.308219178082192,South India
78742,Karnataka,BELGAUM,2004,Whole Year,Coconut,599.0,26062.49,43.510000000000005,South India
78798,Karnataka,BELGAUM,2005,Whole Year,Coconut,611.0,2632.0,4.3076923076923075,South India
78843,Karnataka,BELGAUM,2006,Whole Year,Coconut,632.0,2722.0,4.306962025316456,South India
78898,Karnataka,BELGAUM,2007,Whole Year,Coconut,318.0,1619.0,5.091194968553459,South India
78951,Karnataka,BELGAUM,2008,Whole Year,Coconut,323.0,2213.0,6.851393188854489,South India
79005,Karnataka,BELGAUM,2009,Whole Year,Coconut,344.0,2446.0,7.1104651162790695,South India
79066,Karnataka,BELGAUM,2010,Whole Year,Coconut,336.0,3212.0,9.55952380952381,South India
79125,Karnataka,BELGAUM,2011,Whole Year,Coconut,307.0,3052.0,9.941368078175897,South India
79182,Karnataka,BELGAUM,2012,Whole Year,Coconut,132.0,1300.0,9.848484848484848,South India
79245,Karnataka,BELGAUM,2013,Whole Year,Coconut,106.0,841.0,7.933962264150943,South India
79307,Karnataka,BELGAUM,2014,Whole Year,Coconut,131.0,1169.0,8.923664122137405,South India
79379,Karnataka,BELLARY,1998,Whole Year,Coconut,1174.0,5606.0,4.7751277683134585,South India
79421,Karnataka,BELLARY,1999,Whole Year,Coconut,1173.0,5601.0,4.774936061381074,South India
79469,Karnataka,BELLARY,2000,Whole Year,Coconut,1267.0,6050.0,4.775059194948698,South India
79516,Karnataka,BELLARY,2001,Whole Year,Coconut,1264.0,6035.0,4.774525316455696,South India
79567,Karnataka,BELLARY,2002,Whole Year,Coconut,1565.0,7473.0,4.775079872204473,South India
79624,Karnataka,BELLARY,2003,Whole Year,Coconut,1312.0,6264.0,4.774390243902439,South India
79679,Karnataka,BELLARY,2004,Whole Year,Coconut,1259.0,60721.57,48.23,South India
79732,Karnataka,BELLARY,2005,Whole Year,Coconut,1140.0,5443.0,4.774561403508772,South India
79778,Karnataka,BELLARY,2006,Whole Year,Coconut,1251.0,5973.0,4.7745803357314145,South India
79830,Karnataka,BELLARY,2007,Whole Year,Coconut,1310.0,6670.0,5.091603053435114,South India
79882,Karnataka,BELLARY,2008,Whole Year,Coconut,1080.0,7399.0,6.850925925925926,South India
79933,Karnataka,BELLARY,2009,Whole Year,Coconut,1039.0,7387.0,7.109720885466795,South India
79986,Karnataka,BELLARY,2010,Whole Year,Coconut,1014.0,9693.0,9.559171597633137,South India
80039,Karnataka,BELLARY,2011,Whole Year,Coconut,910.0,9047.0,9.941758241758242,South India
80093,Karnataka,BELLARY,2012,Whole Year,Coconut,702.0,6912.0,9.846153846153847,South India
80145,Karnataka,BELLARY,2013,Whole Year,Coconut,2901.0,23016.0,7.933815925542916,South India
80199,Karnataka,BELLARY,2014,Whole Year,Coconut,555.0,4953.0,8.924324324324324,South India
80257,Karnataka,BENGALURU URBAN,1998,Whole Year,Coconut,3347.0,15984.0,4.775619958171497,South India
80289,Karnataka,BENGALURU URBAN,1999,Whole Year,Coconut,4383.0,20932.0,4.775724389687428,South India
80321,Karnataka,BENGALURU URBAN,2000,Whole Year,Coconut,2959.0,13604.0,4.597499155119973,South India
80350,Karnataka,BENGALURU URBAN,2001,Whole Year,Coconut,1959.0,7017.0,3.581929555895865,South India
80386,Karnataka,BENGALURU URBAN,2002,Whole Year,Coconut,2008.0,7192.0,3.5816733067729083,South India
80428,Karnataka,BENGALURU URBAN,2003,Whole Year,Coconut,2565.0,9187.0,3.5816764132553605,South India
80469,Karnataka,BENGALURU URBAN,2004,Whole Year,Coconut,2498.0,90377.64,36.18,South India
80512,Karnataka,BENGALURU URBAN,2005,Whole Year,Coconut,2871.0,10283.0,3.5816788575409264,South India
80542,Karnataka,BENGALURU URBAN,2006,Whole Year,Coconut,2385.0,8543.0,3.581970649895178,South India
80580,Karnataka,BENGALURU URBAN,2007,Whole Year,Coconut,2310.0,11762.0,5.091774891774892,South India
80614,Karnataka,BENGALURU URBAN,2008,Whole Year,Coconut,2313.0,15846.0,6.850843060959792,South India
80650,Karnataka,BENGALURU URBAN,2009,Whole Year,Coconut,2565.0,18238.0,7.110331384015595,South India
80691,Karnataka,BENGALURU URBAN,2010,Whole Year,Coconut,2311.0,22092.0,9.559498052791,South India
80733,Karnataka,BENGALURU URBAN,2011,Whole Year,Coconut,2264.0,22508.0,9.941696113074205,South India
80780,Karnataka,BENGALURU URBAN,2012,Whole Year,Coconut,2312.0,22763.0,9.845588235294118,South India
80829,Karnataka,BENGALURU URBAN,2013,Whole Year,Coconut,2116.0,16788.0,7.933837429111531,South India
80871,Karnataka,BENGALURU URBAN,2014,Whole Year,Coconut,1281.0,11431.0,8.923497267759563,South India
80931,Karnataka,BIDAR,1998,Whole Year,Coconut,2.0,10.0,5.0,South India
80970,Karnataka,BIDAR,1999,Whole Year,Coconut,3.0,14.0,4.666666666666667,South India
81012,Karnataka,BIDAR,2000,Whole Year,Coconut,3.0,14.0,4.666666666666667,South India
81050,Karnataka,BIDAR,2001,Whole Year,Coconut,27.0,129.0,4.777777777777778,South India
81095,Karnataka,BIDAR,2002,Whole Year,Coconut,23.0,110.0,4.782608695652174,South India
81144,Karnataka,BIDAR,2003,Whole Year,Coconut,23.0,110.0,4.782608695652174,South India
81189,Karnataka,BIDAR,2004,Whole Year,Coconut,24.0,1158.96,48.29,South India
81235,Karnataka,BIDAR,2005,Whole Year,Coconut,25.0,120.0,4.8,South India
81272,Karnataka,BIDAR,2006,Whole Year,Coconut,26.0,124.0,4.769230769230769,South India
81319,Karnataka,BIDAR,2007,Whole Year,Coconut,23.0,117.0,5.086956521739131,South India
81364,Karnataka,BIDAR,2008,Whole Year,Coconut,24.0,164.0,6.833333333333333,South India
81407,Karnataka,BIDAR,2009,Whole Year,Coconut,19.0,135.0,7.105263157894737,South India
81458,Karnataka,BIDAR,2010,Whole Year,Coconut,20.0,191.0,9.55,South India
81507,Karnataka,BIDAR,2011,Whole Year,Coconut,20.0,199.0,9.95,South India
81554,Karnataka,BIDAR,2012,Whole Year,Coconut,21.0,207.0,9.857142857142858,South India
81602,Karnataka,BIDAR,2013,Whole Year,Coconut,29.0,230.0,7.931034482758621,South India
81649,Karnataka,BIDAR,2014,Whole Year,Coconut,19.0,170.0,8.947368421052632,South India
81709,Karnataka,BIJAPUR,1998,Whole Year,Coconut,150.0,717.0,4.78,South India
81745,Karnataka,BIJAPUR,1999,Whole Year,Coconut,162.0,774.0,4.777777777777778,South India
81783,Karnataka,BIJAPUR,2000,Whole Year,Coconut,158.0,755.0,4.7784810126582276,South India
81818,Karnataka,BIJAPUR,2001,Whole Year,Coconut,413.0,1973.0,4.7772397094431,South India
81856,Karnataka,BIJAPUR,2002,Whole Year,Coconut,175.0,836.0,4.777142857142858,South India
81901,Karnataka,BIJAPUR,2003,Whole Year,Coconut,206.0,984.0,4.776699029126213,South India
81943,Karnataka,BIJAPUR,2004,Whole Year,Coconut,178.0,8590.28,48.260000000000005,South India
81985,Karnataka,BIJAPUR,2005,Whole Year,Coconut,178.0,850.0,4.775280898876405,South India
82020,Karnataka,BIJAPUR,2006,Whole Year,Coconut,189.0,903.0,4.777777777777778,South India
82064,Karnataka,BIJAPUR,2007,Whole Year,Coconut,192.0,978.0,5.09375,South India
82104,Karnataka,BIJAPUR,2008,Whole Year,Coconut,213.0,1459.0,6.849765258215962,South India
82145,Karnataka,BIJAPUR,2009,Whole Year,Coconut,268.0,1906.0,7.111940298507463,South India
82189,Karnataka,BIJAPUR,2010,Whole Year,Coconut,281.0,2686.0,9.558718861209965,South India
82231,Karnataka,BIJAPUR,2011,Whole Year,Coconut,288.0,2863.0,9.940972222222221,South India
82270,Karnataka,BIJAPUR,2012,Whole Year,Coconut,284.0,2796.0,9.845070422535212,South India
82311,Karnataka,BIJAPUR,2013,Whole Year,Coconut,293.0,2325.0,7.935153583617748,South India
82351,Karnataka,BIJAPUR,2014,Whole Year,Coconut,296.0,2641.0,8.922297297297296,South India
82394,Karnataka,CHAMARAJANAGAR,1998,Whole Year,Coconut,7019.0,24995.0,3.561048582419148,South India
82436,Karnataka,CHAMARAJANAGAR,1999,Whole Year,Coconut,7047.0,25095.0,3.5610898254576417,South India
82481,Karnataka,CHAMARAJANAGAR,2000,Whole Year,Coconut,7351.0,26177.0,3.5610121071962997,South India
82522,Karnataka,CHAMARAJANAGAR,2001,Whole Year,Coconut,7369.0,19683.0,2.671054417152938,South India
82572,Karnataka,CHAMARAJANAGAR,2002,Whole Year,Coconut,7599.0,20297.0,2.6710093433346493,South India
82624,Karnataka,CHAMARAJANAGAR,2003,Whole Year,Coconut,7613.0,20334.0,2.67095757257323,South India
82673,Karnataka,CHAMARAJANAGAR,2004,Whole Year,Coconut,12161.0,328103.78,26.980000000000004,South India
82725,Karnataka,CHAMARAJANAGAR,2005,Whole Year,Coconut,12192.0,32565.0,2.6710137795275593,South India
82767,Karnataka,CHAMARAJANAGAR,2006,Whole Year,Coconut,11257.0,30068.0,2.6710491249888957,South India
82822,Karnataka,CHAMARAJANAGAR,2007,Whole Year,Coconut,11361.0,57665.0,5.075697561834345,South India
82874,Karnataka,CHAMARAJANAGAR,2008,Whole Year,Coconut,11360.0,67242.0,5.91919014084507,South India
82925,Karnataka,CHAMARAJANAGAR,2009,Whole Year,Coconut,11365.0,80807.0,7.110162780466344,South India
82983,Karnataka,CHAMARAJANAGAR,2010,Whole Year,Coconut,11377.0,108409.0,9.528786147490552,South India
83039,Karnataka,CHAMARAJANAGAR,2011,Whole Year,Coconut,11381.0,89180.0,7.83586679553642,South India
83090,Karnataka,CHAMARAJANAGAR,2012,Whole Year,Coconut,11381.0,89180.0,7.83586679553642,South India
83143,Karnataka,CHAMARAJANAGAR,2013,Whole Year,Coconut,9299.0,58513.0,6.292397031938918,South India
83192,Karnataka,CHAMARAJANAGAR,2014,Whole Year,Coconut,9122.0,81403.0,8.923810567857926,South India
83231,Karnataka,CHIKBALLAPUR,2007,Whole Year,Coconut,630.0,3208.0,5.092063492063492,South India
83263,Karnataka,CHIKBALLAPUR,2008,Whole Year,Coconut,699.0,4789.0,6.851216022889843,South India
83299,Karnataka,CHIKBALLAPUR,2009,Whole Year,Coconut,821.0,5837.0,7.109622411693057,South India
83345,Karnataka,CHIKBALLAPUR,2010,Whole Year,Coconut,1203.0,11500.0,9.559434746467165,South India
83393,Karnataka,CHIKBALLAPUR,2011,Whole Year,Coconut,3192.0,31734.0,9.941729323308271,South India
83437,Karnataka,CHIKBALLAPUR,2012,Whole Year,Coconut,3091.0,30433.0,9.845681009382076,South India
83481,Karnataka,CHIKBALLAPUR,2013,Whole Year,Coconut,3091.0,24524.0,7.934001941119379,South India
83522,Karnataka,CHIKBALLAPUR,2014,Whole Year,Coconut,2087.0,18624.0,8.923814087206516,South India
